id,food,image,instructions,food_type,Calories,FatContent,ProteinContent,glutenFree,dairyFree,sourceUrl,ingredients,food_cluster
1787,Roasted Asparagus,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/27/14/1/picr3HO8x.jpg","Preheat the oven to 500 degrees F."", ""Snap off the ends of the asparagus."", ""Lay the asparagus in a roasting pan so that they do not overlap."", ""Drizzle with the olive oil, roll until they are all coated."", ""Bake at 500F for 5 minutes, turn the asparagus and bake for 5 minutes."", ""Remove from oven and serve with lemon wedges if desired.""",Veg,84.6,7.0,2.7,True,False,http://www.food.com/,"['asparagus', 'olive', 'oil', 'lemon', 'wedge']",3
1788,Eggplant Parm Lasagna,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/53/74/73/r7RWkzDQ4Fa47SDNCXw9_0S9A7745.jpg","Preheat oven to 375 degrees F. Line a baking sheet with a cooling rack. Lightly coat a 9x13-inch baking dish with 2 tablespoons olive oil. Season eggplant slices with salt, then place in a colander set over a plate. Set aside."", ""Combine panko, Italian seasoning, 1 cup parmesan cheese, 1 teaspoon salt and 1/4 teaspoon ground black pepper in the bowl of a food processor. Pulse to combine until finely ground, then transfer crumbs to a shallow dish or bowl. Place eggs and flour in separate shallow dishes or bowls."", 
""To prepare eggplant, dredge each slice on both sides in the flour, then eggs, then the panko parmesan mixture and place on the cooling rack. Heat 3/4 cup olive oil in a large skillet over medium heat. Working in batches, fry the eggplant until golden and crisp, about 2 minutes per side. Add additional olive oil if needed during frying. Drain fried eggplant on a towel-lined plate."", ""In a large bowl, stir to combine ricotta cheese, 1/2 cup parmesan cheese, 1/4 cup chopped parsley, and salt and pepper to taste."", 
""To assemble lasagna, spoon 1/2 cup marinara sauce into the bottom of the pan, spreading to coat. Top with 4 lasagna noodles, then 1/3 of the ricotta mixture, a layer of eggplant, 1 cup marinara sauce and 1 cup shredded mozzarella. Repeat layering twice more and top last layer of lasagna noodles with sauce, 1 1/2 cups shredded mozzarella and 2 tablespoons chopped parsley. Cover with foil and bake for 30 minutes. Uncover and continue to bake for 10 minutes."", ""Let sit 10 minutes, then slice and serve. Top with sliced basil.""
",Veg,1235.1,48.2,58.5,True,False,http://www.food.com/,"['olive', 'oil', 'eggplants', 'panko', 'breadcrumbs', 'parmesan', 'cheese', 'eggs', 'all', 'purpose', 'flour', 'kosher', 'salt', 'ground', 'black', 'pepper', 'ricotta', 'cheese', 'parsley', 'mozzarella', 'cheese', 'basil']",3
1789,Orecchiette With Roasted and Sundried Tomatoes,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/submissions/recipe/0/9A65C7ldSn6dBxE1hsSq_85929H.jpg","Preheat oven to 400°F (200°C. Line rimmed baking sheet with parchment paper."", ""Toss together tomatoes, oil and 1/4 tsp (1 mL salt in bowl; spread onto prepared baking sheet. Roast in centre of oven for 25 minutes or until shriveled."", ""Meanwhile, combine pesto, cheese, 1/2 tsp (2 mL salt and the pepper in large bowl."", ""Bring large pot of salted water to a boil. Add pasta; stir occasionally until water returns to a boil. Cook for 9 to 11 minutes or until tender but firm. Drain, reserving 1 cup (250 mL of the pasta cooking water. Toss pasta with pesto mixture. Add half of reserved pasta cooking water and toss again. Add more water if necessary to loosen sauce, adding 1/4 cup (50 mL at a time. Stir in basil."", 
""Divide pasta among six bowls; spoon tomatoes over top. Serve with additional grated or shaved cheese, if desired.""",Veg,553.2,7.9,19.6,True,True,http://www.food.com/,"['grape', 'tomatoes', 'olive', 'oil', 'salt', 'sun', 'dried', 'tomato', 'pesto', 'cheese', 'salt', 'fresh', 'ground', 'black', 'pepper', 'fresh', 'basil']",2
1790,Baby Carrots With Dill Butter,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/34/06/56/picKuwE5Y.jpg","""Place carrots in a saucepan with enough water to cover. Bring to a boil, and cook 10 minutes, until tender. Remove from heat, and drain. Gently toss with margarine, dill, and lemon juice. Season with salt and pepper.""",Veg,45.7,3.0,0.4,True,False,http://www.food.com/,"['butter', 'fresh', 'dill', 'fresh', 'lemon', 'juice']",0
1791,Roasted Summer Cherry Tomatoes,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/44/45/71/picqSN3NR.jpg","Line a baking pan with foil."", ""Wash tomatoes; remove and discard stems."", ""Pat dry with paper towels."", ""Pour the olive oil into the prepared pan. Roll tomatoes in oil to coat."", ""Sprinkle with snipped basil, salt, pepper and garlic."", ""Bake in a 425* oven for 5 minutes or until skins begin to split, stirring once."", ""If desired, sprinkle with additional basil.""",Veg,79.0,7.0,1.0,True,True,http://www.food.com/,"['cherry', 'tomatoes', 'olive', 'oil', 'fresh', 'basil', 'salt', 'black', 'pepper', 'garlic']",3
1792,Maple Glazed Delicata Squash,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/86/47/picSMGlYl.jpg","Heat oven to 400 degrees."", ""Cut off squash ends, halve lengthwise, seeded and sliced into 1 inch half moons."", ""In a small saucepan, combine maple syrup and sage, bring to simmer, reduce heat to low, cover and cook 15 minutes, set aside, covered."", ""In a bowl, toss squash slices with olive oil and salt."", ""Transfer to a a foil lined baking sheet in a single layer, bake at 400 for 20 minutes."", ""Pour maple syrup mixture evenly on top of squash, bake 20 minutes more until squash is browned and tender.""
",Veg,152.5,2.5,1.8,True,False,http://www.food.com/,"['maple', 'syrup', 'fresh', 'sage', 'leaf', 'olive', 'oil', 'salt']",3
1793,Roasted Eggplant (Aubergine) Rolls,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/58/7/pic6lkQyB.jpg","Preheat the oven to 350 degrees."", ""Brush 1 tablespoon of the oil on the sliced eggplant, and roast it until tender, about 15 minutes."", ""Saute the onion in the remaining 1 tablespoon of the oil until tender, about 3-4 minutes."", ""Add the tomatoes (with the juice, and simmer for 15 minutes."", ""In a separate bowl, mix the ricotta, spinach, mozzarella, basil, oregano, and garlic."", ""Add salt and peper to taste."", ""Lightly coat a baking dish with cooking spray."", ""Spoon the cheese mixture on each slice of the eggplant, and roll up like a jelly roll."", 
""Place the eggplant in the dish."", ""Continue until all the eggplant is used."", ""Top with the tomato sauce, and bake for 30 minutes.""",Veg,153.3,7.8,4.3,True,False,http://www.food.com/,"['canola', 'oil', 'eggplants', 'onion', 'diced', 'tomatoes', 'reduced', 'fat', 'mozzarella', 'cheese', 'dried', 'basil', 'dried', 'oregano', 'garlic', 'powder', 'tomato', 'sauce', 'fat', 'free', 'ricotta', 'cheese', 'spinach']",3
1794,Rigatoni and Asparagus,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/32/19/79/piciBpYOa.jpg","Cut asparagus into 1-inch pieces.  Chop the green onion."", ""Bring a large pot of water to boil over high heat.  Add rigatoni and cook for 6 minutes.  Add asparagus to the pot and continue to cook for an additional 3-4 minutes, until pasta is barely tender and asparagus is tender-crisp."", ""Drain pasta and asparagus, rinse with cold water, and drain well."", ""Return pasta and asparagus to pot.  Add marinara sauce, sour cream, vinegar, onion, basil, salt and pepper.  Toss to mix well.  Heat 2-3 minutes until heated through."", 
""Serve topped with Parmesan cheese.""",Veg,276.9,7.5,11.7,False,False,http://www.food.com/,"['rigatoni', 'pasta', 'asparagus', 'spear', 'sour', 'cream', 'red', 'wine', 'vinegar', 'green', 'onion', 'fresh', 'basil', 'salt', 'pepper', 'parmesan', 'cheese']",2
1795,Tomato Concasse,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/75/36/8/picMAgPgz.jpg","Blanch tomatoes (place in boiling water 30-60 seconds."", ""Remove with a slotted spoon and plunge into ice water."", ""Peel."", ""Cut tomatoes in half, then seed and dice."", ""In a small nonstick fry pan sweat (saute-low heat shallots and garlic without browning."", ""Add tomatoes and herbs."", ""Season."", ""Cover."", ""Simmer 20 minutes until soft and all liquid has evaporated."", ""Remove garlic and herbs."", ""Adjust seasoning."", ""Store in a tightly covered glass jar."", ""Let cool and refrigerate."", ""Keeps up to two weeks."", 
""Enjoy!""",Veg,252.0,2.4,11.7,True,False,http://www.food.com/,"['tomatoes', 'shallots', 'fresh', 'oregano', 'thyme', 'garlic']",3
1796,Zucchini Quiche,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/43/33/16/picGzrhfe.jpg","Beat eggs and add to all other ingredients."", ""Mix well."", ""Spray a 13 x 9 glass pan with cooking spray."", ""Bake @ 350 for 40 - 45 minutes.""",Veg,289.3,21.9,9.4,True,False,http://www.food.com/,"['zucchini', 'onions', 'mozzarella', 'cheese', 'parmesan', 'cheese', 'salt', 'fresh', 'basil', 'fresh', 'parsley', 'garlic', 'Bisquick', 'eggs']",3
1797,Roasted Juicy Acorn Squash,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/94/43/picsu4XQw.jpg","Chop onions, celery, bell pepper, and mix together with pepper and Mrs. Dash Seasoning Bland in a large bowl."", ""Slice each squash in half. Place face up on a cutting board and scoop out the seeds with the edge of a spoon (Note: you can discard seeds, wash, then roast at 400 for about 20 minutes for a healthy snack later."", ""Spray a roasting pan and line with tin foil to protect pan. Place squash, seeds removed, face-up on a rack in a baking pan. Spritz with a bit of water."", ""Fill the pockets formed from removal of seeds with chopped celery, bell pepper, and onions. Sprinkle with a bit more black pepper and Mrs. Dash Original Seasoning Blend, then spritz lightly with water again."", 
""Bake at 350 for about 40 to 50 minutes until a fork easily pierces the squash interior."", ""Remove squash from skin before serving. You can make this recipe a day ahead, remove squash from skin, and store in fridge until ready to use.""",Veg,66.1,0.2,1.6,False,False,http://www.food.com/,"['acorn', 'squash', 'onions', 'celery', 'bell', 'peppers', 'pepper']",3
1798,Eggplant Cream With Feta Pesto,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/45/94/59/piccpKXV9.jpg","Prick eggplant, place them in a baking pan and bake at 350F in the oven for about one hour or until soft (or broil the eggplant for about 15 mintues turning several times, check if soft."", ""Allow skin to shrivel and turn black so as to give a smoky flavor to the salad."", ""Peel eggplant while still hot and chop flesh into pieces. Drain if necessary over a colander."", ""Blend eggplant with garlic, oil, lemon or  vinegar, salt and pepper together until smooth."", ""With the fork work together cheese and pesto until combined."", 
""Spoon eggplant cream in cups (as smaller as prettier."", ""Place tomato pieces over the cream."", ""Spoon a smaller amount of cheese-pesto over tomatoes."", ""Top with  a small piece of feta or Camembert cheese and decorate with herbs.""",Veg,154.8,11.9,4.8,False,False,http://www.food.com/,"['eggplant', 'garlic', 'clove', 'olive', 'oil', 'lemon', 'juice', 'vinegar', 'ricotta', 'cheese', 'basil', 'pesto', 'tomatoes', 'feta', 'cheese', 'camembert', 'cheese', 'fresh', 'thyme']",0
1799,Firecracker Coleslaw,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/01/73/picTNKdWq.jpg","Mix all of the slaw ingredients together in a large salad bowl."", ""Mix the dressing ingredients together."", ""Pour the dressing over the slaw and toss."", ""Refrigerate slaw for  two hours to allow the flavors to blend.""",Veg,89.1,0.5,2.8,True,True,http://www.food.com/,"['red', 'cabbage', 'red', 'bell', 'pepper', 'red', 'onion', 'carrot', 'green', 'onions', 'Italian', 'parsley', 'thyme', 'rice', 'vinegar', 'sugar', 'dry', 'mustard', 'fresh', 'ginger', 'dried', 'ginger']",3
1800,Kittencal's Greek Garden Salad With Greek-Style Dressing,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/28/18/15/pica6cQyt.jpg","For the dressing in a bowl combine all ingredients."", ""Cover and chill until ready to use."", ""In a large bowl combine tomatoes, cucumber, bell peppers, feta cheese, onion and black olives."", ""At this point you may chill, before serving add in salad dressing, then season with black pepper and salt.""",Veg,397.1,40.1,3.1,True,True,http://www.food.com/,"['olive', 'oil', 'garlic', 'dried', 'oregano', 'dried', 'basil', 'seasoning', 'salt', 'onion', 'powder', 'Dijon', 'mustard', 'red', 'wine', 'vinegar', 'sugar', 'fresh', 'ground', 'black', 'pepper', 'plum', 'tomatoes', 'cucumber', 'green', 'bell', 'pepper', 'red', 'bell', 'pepper', 'feta', 'cheese', 'red', 'onion', 'kalamata', 'olive', 'fresh', 'ground', 'black', 'pepper', 'salt']",1
1801,Brussels Sprouts With Pomegranate Molasses and Meyer Lemon,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/50/97/15/Nhmdvpa5SD28nsikHGg4-Brussel-sprouts-with.jpg","*Note: I roasted the brussels sprouts instead of steaming them. I used Barefoot Contessa's basic recipe for: Recipe #56103."", ""Or, to STEAM the brussels sprouts: Bring a skillet half full of water to a boil. Trim the bottom of the Brussels sprouts. Cut in half if small or into lengthwise quarters if larger. You want the pieces to be of roughly equal size so they’ll cook in the same amount of time."", ""Add 1 teaspoon of salt to the boiling water. Add sprouts and give them a stir. Cook for about 3 to 5 minutes or until bright green and beginning to be tender. They’ll keep cooking a bit after they’re drained."", 
""DRESSING: While the brussels sprouts are cooking, prepare the dressing. Squeeze juice of the zested Meyer lemon into a measuring cup. Add twice as much olive oil as lemon juice. Whisk well."", ""Once the brussels sprouts are removed from the pan or oven, drain well (if they were steamed and immediately toss with lemon zest. Grate the zest with a microplane directly onto the sprouts."", ""Transfer the Brussels sprouts to a serving platter."", ""Gently drizzle the pomegranate molasses on the brussels sprouts and garnish with the nuts. Check for salt and pepper."", 
""Drizzle the dressing over the Brussels sprouts."", ""Variation: Replace lemon rind with orange."", ""Cooking time will vary depending on your method of preparing the brussels sprouts.""",Veg,70.9,5.1,2.6,True,True,http://www.food.com/,"['Brussels', 'sprout', 'lemon', 'zest', 'of', 'pomegranate', 'molasses', 'walnuts', 'toasted', 'hazelnuts', 'extra', 'virgin', 'olive', 'oil']",2
1802,Chef Joey's Vegan Nori Pizzas,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/93/15/picxcs2Xi.jpg","Prepare the 6 nori sheets by brushing water on 3 of the sheets and then stick one sheet on top of each of the 3 sheets on 3 separate plates."", ""Set aside."", ""Shred the carrot.  Shred the cheese.  Set them aside."", ""Chop up the bell pepper, olives and tomatoes. Set aside."", ""In a food processor combine the avocados, yeast, garlic powder, and 6 basil leaves.  Puree and then set aside."", ""TO ASSEMBLE THE PIZZAS:"", ""Divide the Avocado puree between the three Nori sheets."", ""Divide each of the vegetable between each of the 3 pizzas."", 
""Top each pizza with the veggies and the shredded cheese."", ""Chop the 6 remaining basil leaves thin and top each pizza with 1/3 of the leaves."", ""Bon Appetit!""",Veg,405.8,32.7,8.8,True,False,http://www.food.com/,"['nori', 'avocados', 'nutritional', 'yeast', 'garlic', 'powder', 'fresh', 'basil', 'leaves', 'cherry', 'tomatoes', 'sweet', 'bell', 'pepper', 'carrot', 'kalamata', 'olive', 'vegan', 'cheese']",3
